age,income,days_active,num_transactions,avg_transaction,account_balance,region,signup_channel,churn
67.0,,313.0,29.0,,79492.14204321385,North,Store,0
40.0,53529.43419296228,20.0,18.0,172.80694385638208,3609.866890822621,West,Referral,0
,50302.04132111831,81.0,15.0,17.236269701234793,22511.669242622116,East,Referral,0
47.0,94291.97708669756,68.0,16.0,33.57034944912859,148606.26451196085,North,Web,0
59.0,47438.85477580653,130.0,17.0,115.80766770690522,,West,Store,0
,103647.83424976999,86.0,24.0,142.85787452385,43134.69384949803,East,Referral,0
24.0,71147.8149145958,217.0,13.0,,-5000.0,North,Web,0
77.0,56448.06298361313,304.0,18.0,76.09318095535616,2426.443811923189,West,Mobile,0
33.0,53249.82289888874,344.0,16.0,18.19665532947585,68762.08361668809,East,Referral,0
43.0,96227.76511290786,340.0,26.0,72.25704925510391,-5000.0,South,Web,0
65.0,66914.61643810509,,16.0,679.5911645225018,36067.607449256764,East,Referral,0
74.0,72969.2619357231,177.0,11.0,579.0231726990647,28063.285811584505,South,Store,0
69.0,76230.05617810886,116.0,23.0,81.5570465444863,23302.996446995152,West,Web,0
77.0,63988.08555668073,195.0,,169.19158862557114,102972.71189265946,East,Store,0
66.0,75596.1667904995,326.0,19.0,480.69200591951915,46755.08118788172,South,Mobile,0
19.0,56450.29731957028,85.0,24.0,1.2406043323879326,138245.7518685155,North,,1
18.0,58505.741045202725,,17.0,332.8670865733714,-5000.0,East,Web,1
65.0,26426.55215919874,80.0,16.0,592.728743656527,30873.965377467837,West,Referral,0
79.0,68932.80752755192,151.0,,19.153718525268367,26757.342911195796,North,Web,0
29.0,8413.769798633388,,24.0,35.21566194443919,-5000.0,South,Store,1
22.0,68506.74211832738,60.0,25.0,,96503.60016730768,East,,1
54.0,51581.51951505557,353.0,21.0,,205973.86446822542,East,Referral,0
49.0,71237.55328352934,27.0,26.0,2.859674141901827,18639.51404129352,West,Mobile,0
,28535.14997754972,42.0,24.0,59.58204004436515,60401.68706190135,North,Web,1
72.0,5000.0,,23.0,119.54691911579086,26761.47806522618,East,Referral,0
26.0,49474.04079079382,,16.0,236.12217372879428,-5000.0,East,Referral,0
58.0,28622.61993428705,176.0,18.0,264.22149364674306,-5000.0,North,Referral,1
52.0,6583.299503685528,,24.0,1077.2773336994098,-5000.0,East,Web,0
36.0,83039.49809083709,97.0,21.0,67.79821707924266,-5000.0,North,Web,0
65.0,108037.14681426121,197.0,19.0,,156328.16624472942,North,Web,0
,36091.456926763494,97.0,22.0,152.4238166788931,10791.224486140867,North,Mobile,1
20.0,57726.875183356395,64.0,29.0,104.0557863116872,-5000.0,West,Referral,0
37.0,50766.431499605635,329.0,20.0,37.064064241557794,91132.30598302447,North,Store,0
41.0,40233.04734071391,340.0,,758.4622611356139,-5000.0,North,Store,0
71.0,79912.11641664064,4.0,,383.8965511775718,-5000.0,South,Referral,1
73.0,90304.24381285855,1.0,22.0,137.9637564832202,25445.781539889682,South,Store,0
50.0,33941.784322031875,21.0,15.0,184.88747652277786,102301.51931387844,West,Mobile,1
41.0,61343.00601284711,111.0,19.0,51.562800451625534,60134.803613503056,,Mobile,0
69.0,98535.99101801682,56.0,25.0,156.95912551202036,39866.011401270574,South,Web,0
,80671.08609644917,65.0,21.0,237.4691165954207,26249.41881888131,South,,0
66.0,85130.92315201466,329.0,31.0,144.79016715718456,52018.86844214201,East,Web,0
,101039.55922327243,97.0,20.0,926.8203510460675,36132.232410340366,North,Web,0
53.0,100645.3551711975,143.0,15.0,189.0109229971081,-5000.0,South,Web,0
55.0,90859.27890909197,124.0,17.0,92.7164461547369,23686.337730652107,West,Store,0
57.0,64348.12244343542,166.0,21.0,295.8153320436613,-5000.0,East,Store,0
37.0,48525.50947625725,85.0,18.0,37.377395275690375,26486.6034320659,East,Web,0
79.0,63104.332959395564,75.0,12.0,97.06920522860668,-5000.0,North,Mobile,0
52.0,,343.0,22.0,85.22305771075393,223150.52982262892,North,Store,0
65.0,5000.0,293.0,15.0,113.05885932602338,16808.449299863045,East,Mobile,0
79.0,51615.02802599879,58.0,17.0,304.4501506136853,-5000.0,West,Mobile,0
42.0,70725.78731511661,,27.0,132.39678067749793,9265.583145846034,North,Referral,0
52.0,42381.91746701463,98.0,25.0,315.9898519150231,61548.69965103105,North,Referral,0
42.0,54216.60638284176,191.0,18.0,171.83511249878362,153869.11569220189,,,0
46.0,55378.89852099803,242.0,12.0,83.73117540410482,-5000.0,East,,0
35.0,100705.70322656666,,12.0,,-5000.0,North,Store,0
63.0,49216.88177925294,48.0,16.0,54.4377881303494,85346.96091447849,South,Referral,0
35.0,100699.00146550362,31.0,17.0,50.81928225902078,-5000.0,North,Referral,0
19.0,5000.0,276.0,15.0,140.43876529003282,-5000.0,South,Mobile,1
71.0,100435.67343987108,19.0,17.0,60.45067629872475,-609.638840879521,East,Referral,0
52.0,98922.18344587873,153.0,,1.8257147777313114,14429.323735991347,South,,0
33.0,87067.64020167575,67.0,16.0,208.9939417631036,75133.15656594685,West,Store,0
78.0,5000.0,213.0,16.0,,-5000.0,East,,0
58.0,90566.60985667443,142.0,22.0,117.94411996740766,-1898.3401733408573,North,Referral,0
53.0,,231.0,16.0,682.0588139813656,18858.37176404892,North,Mobile,0
50.0,5000.0,212.0,14.0,169.3525532311585,31967.836601503044,East,Referral,1
,98945.33123504088,78.0,26.0,398.1859056661058,27826.173976633814,East,Store,0
50.0,103325.19235646905,213.0,12.0,30.036766749561476,54880.462017806385,West,Mobile,0
31.0,5000.0,115.0,17.0,168.4252672868285,87507.16077133898,East,Referral,0
,,91.0,24.0,404.9598050715416,51410.729252077435,North,Store,0
65.0,101657.73364332548,269.0,21.0,174.98454078580858,56286.84188073748,,Referral,0
37.0,96904.83940371439,167.0,14.0,253.17969727081226,-5000.0,North,Mobile,0
73.0,,,17.0,93.056898083535,24018.215933254436,,Referral,0
25.0,5000.0,283.0,,19.401217156210386,58360.603840128686,East,Mobile,0
24.0,81886.28299907442,25.0,,,78315.29556563601,South,Mobile,1
20.0,53456.88304878172,65.0,11.0,,-5000.0,North,Referral,0
34.0,89875.72586155483,247.0,,403.5717504517641,-5000.0,South,Store,0
50.0,,,21.0,55.94153780048572,-5000.0,South,Web,0
65.0,59403.55169133405,43.0,17.0,680.645252901393,,North,Store,0
29.0,79227.11548227709,96.0,26.0,634.6759293384877,102710.48439393668,North,Store,0
,54842.598867847264,41.0,15.0,56.90584772435664,-5000.0,East,Referral,0
68.0,59271.68160324174,226.0,23.0,85.55808130910317,92636.98509016391,South,,0
39.0,43343.280026137145,261.0,20.0,451.82035107606237,29878.384733167535,West,Store,0
72.0,11837.730264463127,166.0,18.0,679.9729793395819,10057.137827005097,West,Web,1
,77035.60421313814,278.0,19.0,117.19573707747814,,,Store,0
63.0,35819.090409882905,88.0,19.0,77.42596007771472,79728.90916817257,,Web,1
47.0,53976.24401877798,177.0,14.0,149.3492634304409,46046.22534296561,South,Referral,0
55.0,68609.218753618,196.0,30.0,232.8025282892511,202066.034211811,North,Web,0
55.0,5000.0,306.0,21.0,63.89634359131852,-5000.0,West,Mobile,0
62.0,5000.0,,20.0,266.7200224160431,61448.13616239806,East,Mobile,1
68.0,,267.0,16.0,10.607880877436308,-5000.0,East,Web,0
71.0,73636.90446898967,73.0,18.0,10.11018616244752,-5000.0,South,Mobile,0
25.0,82321.14811947483,7.0,14.0,97.64580716124998,19130.629037202227,East,Referral,1
44.0,12260.565123722787,296.0,15.0,87.22812307330801,30988.198352562882,North,Mobile,0
44.0,,163.0,16.0,,253453.8844048074,North,Web,0
51.0,52647.911450509906,84.0,25.0,135.06921792937874,5268.334745343835,North,Referral,0
38.0,33505.28264710569,71.0,21.0,77.34837212997688,-5000.0,North,Mobile,1
47.0,40543.44431821888,54.0,18.0,42.70249548859905,41840.857399550856,South,Referral,0
50.0,84055.719961205,46.0,18.0,,-5000.0,East,Web,0
45.0,68220.17355256714,237.0,21.0,737.0115357637773,12643.457391658732,West,Mobile,0
64.0,61509.195682659614,103.0,24.0,105.90433448748782,21282.022583612834,East,Referral,0
50.0,67304.872164237,209.0,22.0,117.65395598567936,83568.03063561692,North,Referral,0
22.0,87842.9332984858,,16.0,171.86160083681676,97889.77995422775,West,,0
77.0,57087.012977900304,315.0,16.0,818.9581533220137,-5000.0,South,Referral,0
78.0,61629.566593627096,267.0,24.0,55.30920222135497,,North,,0
65.0,94145.12220413415,262.0,23.0,228.689785301858,-5000.0,North,Web,0
36.0,50052.40127210524,335.0,19.0,251.74542925868448,-5000.0,,Web,0
21.0,,364.0,13.0,186.95429920776056,44791.582350450764,South,Web,1
52.0,44888.86557980576,258.0,28.0,18.54992688015947,-5000.0,West,,0
,47523.97975764646,282.0,17.0,225.94152060945757,-5000.0,South,Web,0
34.0,56878.5072960109,113.0,20.0,13.24819892575126,-5000.0,,Web,0
61.0,75458.18558960296,362.0,24.0,181.33871126365364,63974.65490322078,East,Mobile,0
45.0,95825.45887653207,39.0,20.0,269.0928174330804,,North,Web,0
47.0,62896.357906163255,219.0,24.0,47.39015948389249,-5000.0,,Referral,0
46.0,15004.89266029367,128.0,25.0,368.55414915235883,,East,Mobile,1
63.0,78943.38880601813,7.0,18.0,6.16480439871988,10009.049171994608,South,Referral,0
70.0,133615.26522437128,100.0,21.0,371.34007974683465,21255.823676620672,West,Web,0
23.0,63260.06493202051,175.0,20.0,123.35913563939877,37492.74454058382,,Web,0
52.0,,106.0,10.0,49.07474923650622,-5000.0,North,Referral,0
77.0,65089.586684125534,,,28.72284392387655,3948.8560939654544,,Referral,0
58.0,59909.621904484826,259.0,25.0,612.8329215016036,49400.83284324818,East,Referral,0
54.0,,245.0,16.0,15.088206304784618,103234.47141158712,East,Store,0
41.0,88362.29699931398,274.0,,,-5000.0,North,Store,0
46.0,101348.24359007172,31.0,21.0,85.48765618147648,-5000.0,West,Store,0
66.0,80507.57235603248,136.0,,193.64044817977947,,,Store,0
63.0,56008.25745986795,11.0,24.0,157.40415606941272,-5000.0,North,Mobile,0
70.0,93770.3635310889,301.0,23.0,26.85341661563596,158493.57054138396,,Web,0
48.0,15185.110763572782,15.0,24.0,68.42145216472079,-5000.0,North,Referral,0
52.0,38518.31637798016,128.0,22.0,54.5591573021044,16696.585039417372,,Web,0
77.0,41861.16664194811,62.0,28.0,48.04340911186651,64481.76774738326,North,,0
50.0,59071.480562041965,108.0,11.0,105.91483576150998,-5000.0,West,,0
69.0,75202.03987460514,20.0,25.0,243.50041781190717,-5000.0,East,Mobile,0
78.0,53978.61154988149,157.0,24.0,49.04024157113892,-5000.0,North,Store,0
38.0,32818.926164931756,268.0,18.0,91.35553728463964,102355.24447416325,West,Web,1
49.0,89245.50854088391,161.0,31.0,99.16028647074539,-5000.0,East,,0
40.0,52936.29833385919,259.0,28.0,749.7813510733513,-5000.0,West,Web,0
50.0,63063.86762613101,101.0,21.0,618.7411696775183,94053.77676021773,East,Mobile,0
20.0,76532.03236427723,222.0,17.0,322.0252125831439,-5000.0,South,Mobile,0
35.0,61166.32823768841,58.0,23.0,55.324404402598084,,North,Web,0
42.0,61298.15084232871,246.0,23.0,14.092500335415165,,North,Store,0
,90914.20261307489,127.0,18.0,76.22401490638578,81660.01676950298,East,Referral,0
48.0,64541.084237111296,282.0,19.0,62.06586582047245,210537.0825386037,South,Mobile,0
71.0,85883.90957371467,324.0,18.0,141.0139141881239,86178.88861259384,West,Mobile,0
,76340.0233295517,24.0,29.0,300.77060345126205,112787.19731106755,South,Web,0
,120506.62632560747,130.0,18.0,,-5000.0,West,Mobile,0
57.0,72282.4025360739,352.0,11.0,372.6907355936044,-5000.0,West,Mobile,0
63.0,79139.19810452318,195.0,15.0,89.15605909758007,24986.507969529837,North,Referral,0
41.0,93049.70141989102,280.0,19.0,,28573.593220767696,East,Store,0
67.0,61908.5327985051,153.0,16.0,75.03593462375231,-5000.0,North,Referral,0
49.0,40864.407098116775,,,12.567842379845262,5976.437607678972,North,Store,0
64.0,45775.6325662963,,24.0,241.84080305836443,51945.40813753047,,Referral,0
,46064.792234925364,188.0,24.0,1.975232339850701,48831.471601446414,West,Web,0
40.0,,264.0,22.0,105.2496511880298,60343.028270741794,,Mobile,1
19.0,69534.15507605652,133.0,,,43277.17841099543,West,Store,0
44.0,41114.503558527475,210.0,17.0,236.4276110682943,-5000.0,East,Web,0
59.0,65845.58463605541,59.0,17.0,290.69674862617177,-5000.0,West,Mobile,0
19.0,55239.76668868091,363.0,,72.50831982315023,-5000.0,West,Mobile,1
43.0,58751.35520122455,363.0,19.0,333.866263178827,162782.0031348076,South,Mobile,0
34.0,76681.69943486567,212.0,14.0,69.60442909427753,21076.02916954344,North,Referral,0
57.0,43743.026268343565,215.0,20.0,118.23597265391956,2011.7555364118452,North,Web,0
50.0,79166.7313781032,225.0,20.0,259.67027012414303,-5000.0,North,Web,0
26.0,107019.23599916857,130.0,21.0,236.12954509774963,254852.63218622227,North,Mobile,0
60.0,70293.27248855276,75.0,15.0,874.3118785727979,,,Store,0
71.0,,285.0,21.0,,-5000.0,South,,1
65.0,41549.45965980611,276.0,18.0,217.13007974348128,53266.94690288484,South,Referral,0
56.0,52552.11297644653,155.0,25.0,,,South,Store,0
46.0,42153.29108791302,247.0,19.0,493.2525963887901,96634.56441725472,,Store,0
59.0,30264.590711698507,217.0,24.0,34.006390848935695,164608.68062154105,West,Store,1
72.0,64632.21830885075,189.0,21.0,278.7026014628955,60492.61243685699,East,Store,0
43.0,53364.08004822603,162.0,16.0,,-5000.0,South,Web,0
52.0,65691.62650674174,,21.0,64.22457220740378,-555.6100097425224,West,Mobile,0
67.0,95591.62236645864,,20.0,128.65624824775455,44626.58980111079,South,Store,0
42.0,52909.41498226922,,15.0,81.22604497079458,,North,Referral,0
41.0,24437.399859590667,,19.0,173.17342943941452,-5000.0,North,Referral,1
30.0,48033.225232393466,337.0,10.0,439.6461161039542,116206.1204180182,West,Mobile,0
77.0,83112.75651349928,313.0,23.0,168.47101196117046,34393.14956371334,West,Web,0
75.0,80303.10812150865,74.0,16.0,199.78366542547988,87026.44281835845,West,Mobile,0
24.0,75559.18942840701,278.0,16.0,146.27278397245456,11840.42266912544,North,Store,0
74.0,,175.0,18.0,10.50417929454508,-5000.0,North,Web,0
53.0,82557.07854098096,149.0,25.0,53.01681675278442,80069.82235210657,East,Web,0
62.0,89306.97234111198,272.0,18.0,135.45544716066274,,West,Store,0
37.0,39137.35110330072,324.0,24.0,74.28094609516299,97764.55725917775,,Referral,0
18.0,58752.89707372426,107.0,16.0,40.12079676799832,18935.629169709176,South,Store,0
25.0,120612.05891046335,138.0,19.0,140.28944291551647,-5000.0,East,Mobile,0
63.0,37803.77170609837,349.0,25.0,,-5000.0,South,Store,0
33.0,8847.399922688259,270.0,18.0,59.7102236001904,85549.86145115251,South,,1
31.0,101487.13303394396,346.0,25.0,124.71878240269452,53911.158595518886,East,Store,0
29.0,94098.14315113681,288.0,19.0,28.60884399080486,-5000.0,West,Mobile,0
68.0,,211.0,28.0,525.5127791907216,-5000.0,South,Mobile,0
,56610.2465439574,271.0,,404.5398130550464,-5000.0,West,Referral,0
32.0,,65.0,20.0,,-5000.0,North,Mobile,0
45.0,62668.56817829106,247.0,20.0,22.457742632922724,,South,Mobile,0
,94977.41146114201,155.0,15.0,299.1122812182008,-5000.0,North,Store,0
19.0,43721.85474725166,46.0,23.0,330.00753644318183,-5000.0,East,Web,0
49.0,86313.05936358878,,19.0,292.00076856710893,-5000.0,West,,0
,73911.71572171296,147.0,22.0,24.199965399098232,-5000.0,East,Mobile,0
39.0,77334.50672643419,123.0,18.0,206.51320679706183,181807.2184455585,South,Referral,0
68.0,45470.72458240895,0.0,19.0,359.5452016339211,120203.25848233845,North,Referral,0
42.0,49361.27451199517,246.0,25.0,172.24378260131857,-5000.0,South,Store,0
75.0,5000.0,342.0,18.0,207.9219611963342,41793.71173228879,East,Store,1
79.0,42999.91762469683,127.0,13.0,122.63202575213133,53397.2071857036,West,Mobile,0
78.0,94904.56374093777,190.0,19.0,150.45519528712808,115286.86838187814,West,,0
39.0,,66.0,22.0,6.996328680903926,-5000.0,South,Web,0
75.0,36590.95038429285,3.0,19.0,203.75497873762168,107368.5427185941,South,Store,0
75.0,79205.69471121371,302.0,,,-5000.0,North,Referral,0
39.0,,293.0,21.0,114.191075771995,-5000.0,East,Mobile,0
66.0,80695.89749388902,142.0,,69.24737856294044,77930.92474515978,South,Mobile,0
69.0,25103.383797287883,190.0,31.0,157.679770508331,,North,Web,0
59.0,,20.0,27.0,28.639323996925516,227032.71788245477,South,Store,0
23.0,23527.39877498249,226.0,22.0,235.2996759849504,-5000.0,West,Web,1
32.0,64627.41941202204,,24.0,316.96031582544674,75913.5748064631,North,Web,0
71.0,55240.33512394241,,22.0,35.670954915951974,-5000.0,North,Store,0
60.0,24400.754479048577,301.0,23.0,22.032870983885054,82668.6968419225,South,,1
77.0,48893.7173156025,141.0,20.0,31.451379141969582,-5000.0,East,Mobile,0
54.0,60699.228026576086,38.0,19.0,,-5000.0,,Referral,0
50.0,40500.8036440959,354.0,27.0,150.23547042144813,-5000.0,East,Store,0
25.0,88116.70864604547,251.0,,125.94472966111701,26317.12365344676,North,Store,0
70.0,55151.22763612587,332.0,,22.569207838803187,-5000.0,East,Mobile,0
77.0,19761.7598694514,206.0,21.0,209.71087526162816,72724.34751307358,North,,0
61.0,17216.23401992109,209.0,9.0,404.99005293933624,102151.56946063315,East,Mobile,0
61.0,78184.95271834369,114.0,32.0,352.2684044155587,67966.20329962845,South,,0
22.0,15396.876518989913,224.0,23.0,196.7291545929999,,,Web,1
56.0,69492.7821914725,133.0,22.0,15.652580434678837,53266.13035642744,North,Web,0
21.0,73339.65557000878,250.0,30.0,23.846147729172124,-5000.0,,Referral,1
23.0,,218.0,24.0,10.113235362391897,,West,Web,0
62.0,86722.14251324671,90.0,21.0,59.54088348821933,-5000.0,West,Mobile,0
49.0,8466.191287151036,353.0,23.0,29.158153300685193,92833.4799748456,North,Referral,1
69.0,68893.76801995675,45.0,29.0,60.23400283026275,145898.7373244085,East,Mobile,0
47.0,58774.26199211974,37.0,22.0,97.24548303491272,56535.04085843193,West,,0
64.0,,141.0,17.0,572.88040458218,-5000.0,West,Referral,0
52.0,24663.100710582825,99.0,,,-5000.0,West,,1
72.0,31889.339868002226,327.0,15.0,,125819.55735081085,South,Mobile,1
57.0,108564.06075061794,,12.0,247.81743251522337,6470.18514857469,,Referral,0
69.0,96454.6502661526,34.0,13.0,23.870056998547717,26365.88279537327,North,Store,0
33.0,82262.53765571397,146.0,22.0,266.3009460534665,80705.95329308874,North,,0
30.0,88195.44310589063,29.0,15.0,64.34400435732262,75705.82896642588,North,Web,0
67.0,85380.40634013806,333.0,35.0,203.835222084033,42303.984990836856,North,Web,0
77.0,50299.31363141374,83.0,28.0,83.39480860459548,3306.530302362735,South,Store,0
,61428.10655443054,280.0,10.0,1212.571768340296,-5000.0,East,Mobile,0
47.0,15824.748658769735,343.0,21.0,61.18318860122791,88631.90602330744,South,Mobile,0
36.0,57309.131195774215,269.0,17.0,65.45942323002407,64285.56248542346,West,Mobile,0
34.0,95502.4274861756,,21.0,533.7820200542134,-584.0000494231717,South,,0
73.0,40178.782552285935,101.0,17.0,4.990632256492997,106568.98503945126,North,Referral,0
36.0,90694.23614061679,,17.0,238.59931144842346,9677.270789617298,South,Store,0
45.0,62747.572160812895,149.0,18.0,258.43435232263465,-5000.0,North,Web,0
75.0,18438.844029908032,82.0,10.0,362.0399836923638,-5000.0,South,Mobile,1
72.0,26780.414599610653,109.0,16.0,733.3399359021608,-5000.0,North,Web,0
43.0,87579.08609123265,274.0,13.0,742.650160747506,-1792.801328294976,,Referral,0
54.0,76575.72255775155,,18.0,13.500958181322742,118697.94226689544,North,Referral,0
43.0,63052.92218962876,283.0,12.0,345.0138909396424,-5000.0,South,Referral,0
70.0,51779.045572561634,172.0,24.0,207.86685362899325,35078.06088144823,West,Web,0
79.0,66317.03932885756,326.0,,208.451382246539,-5000.0,South,Store,0
40.0,,205.0,18.0,27.473445520332774,-824.7233017150029,West,Store,0
26.0,104275.59841461855,62.0,20.0,210.07140576155564,-5000.0,East,Referral,0
29.0,105710.52598321813,72.0,21.0,808.9118997829152,2356.9416674770073,East,,0
,71158.79702275494,250.0,24.0,485.6717754263669,4503.569615603035,East,Web,0
18.0,54842.04928906438,123.0,14.0,,63223.03552285563,South,Referral,0
75.0,64387.44023456567,120.0,18.0,8.153560299014384,37862.47306042965,South,Web,0
75.0,75663.6107176524,274.0,22.0,89.97542343026392,-5000.0,West,Web,0
,75542.00831535274,119.0,23.0,,106735.85952348342,West,Store,1
64.0,99239.59911420316,316.0,22.0,241.79646719741257,36824.24321775963,West,,0
51.0,123472.67165749965,163.0,17.0,122.99428497691083,35871.481374198935,,Store,0
49.0,53842.361111577404,285.0,19.0,11.33556037469997,19265.411729188883,North,Referral,0
79.0,124676.54726473388,264.0,22.0,111.3371716131574,-5000.0,East,Web,0
71.0,95167.17740275181,,22.0,126.60804525936898,37424.18717989809,North,Store,0
65.0,56975.31029444376,160.0,19.0,527.7669629782798,58047.07487428659,North,Web,0
42.0,104956.9451659524,307.0,23.0,204.9345524215989,-5000.0,North,Referral,0
57.0,,88.0,22.0,74.69241733004863,-5000.0,North,Mobile,0
,46191.1366741846,141.0,22.0,149.02214598815385,,,Store,0
70.0,,,26.0,13.667611718063819,40493.64845554225,North,Store,0
18.0,92252.4846310789,,20.0,719.2107308362558,115464.88047417007,West,Web,0
33.0,131056.77383937576,226.0,19.0,89.27614075512592,-5000.0,South,Web,0
78.0,47278.84254001503,333.0,18.0,129.96672280360102,-5000.0,West,Mobile,0
56.0,,221.0,25.0,87.78906585369609,-5000.0,South,Store,0
22.0,5000.0,40.0,28.0,229.4628813159515,-5000.0,,Referral,1
39.0,77135.81761703886,195.0,25.0,217.0792956916198,-5000.0,West,,0
46.0,71257.53766856155,67.0,,251.27953056334812,81664.17759903769,South,Store,0
72.0,43110.18985393,263.0,25.0,62.43409060704408,-5000.0,East,Store,0
,57544.47805535826,1.0,17.0,,54225.15161223226,North,Store,1
,20663.369694746543,360.0,24.0,26.763711020906054,,West,Mobile,1
43.0,95953.34858495058,124.0,26.0,213.13802695992985,-5000.0,,Referral,0
33.0,45309.015764150696,109.0,22.0,8.122138230871052,-5000.0,,Referral,0
68.0,152821.47046862854,85.0,18.0,182.102658454824,,East,Web,0
54.0,54731.96097866901,119.0,21.0,407.57684264887837,-1984.1843802150433,,Web,0
39.0,,126.0,22.0,442.97373145434466,-5000.0,North,Store,0
74.0,47630.60643795414,254.0,19.0,119.21780055890858,-5000.0,West,Web,0
46.0,17641.170703672462,,24.0,122.979500759876,22722.36690773448,East,Mobile,1
,74468.15672108826,15.0,23.0,16.018531435935543,69101.66846319269,West,Referral,0
45.0,47403.00900662634,61.0,,222.19671495247337,50036.46861018022,West,Referral,0
22.0,,157.0,16.0,344.36396003666704,33405.608464079225,West,Web,0
64.0,51757.57514476748,267.0,14.0,,,North,Store,0
66.0,101533.26335056941,34.0,25.0,109.39451877514176,-5000.0,South,Web,0
47.0,,266.0,23.0,365.07070065738145,91592.84448214601,West,Store,0
63.0,60857.90330155032,63.0,20.0,419.31016308709206,-5000.0,,Mobile,0
,,,18.0,55.725961691022064,-5000.0,South,Referral,0
69.0,88568.80383111628,254.0,17.0,159.95531553320714,,East,,0
22.0,148386.38479989677,148.0,22.0,42.76074834731294,-1987.6240535833786,West,Referral,0
29.0,47716.34265065387,324.0,21.0,21.490042653278408,,West,Mobile,0
33.0,62298.483163753815,303.0,17.0,484.0947549780638,,West,Web,0
43.0,,,32.0,343.52437564694526,24950.668230970816,South,,0
43.0,13693.865644946629,356.0,26.0,285.4523580790317,-5000.0,North,Mobile,0
65.0,99508.30689697686,171.0,21.0,9.999105015780257,,,Web,0
,73179.08273044412,200.0,,371.2324545842606,-5000.0,,Referral,0
,33353.677336582565,,21.0,115.26637180838028,129058.31801058003,West,Referral,1
53.0,19108.810243466352,34.0,28.0,83.8302038710085,-4290.085831840079,West,Web,0
50.0,39825.31580609149,215.0,,158.1415770304623,,South,Mobile,0
79.0,5000.0,64.0,17.0,19.159773237595708,147115.22627552663,West,Mobile,0
47.0,45313.81668925489,7.0,24.0,282.6480726061713,-5000.0,East,Mobile,0
54.0,78676.69000027745,300.0,17.0,174.66304846432408,-5000.0,West,Store,0
40.0,45710.980770935166,342.0,17.0,41.30402212109253,-5000.0,North,Referral,0
,101649.38104301423,331.0,22.0,,14570.289464041449,East,,0
27.0,109798.42808175864,75.0,21.0,40.72913810383486,,West,Referral,0
,98269.33447877323,,23.0,11.738305644063903,,East,,0
22.0,,46.0,22.0,177.24856973960564,225759.6253995975,West,Web,0
53.0,5000.0,14.0,18.0,366.9519889688536,-5000.0,North,Web,0
,38889.075239021826,360.0,13.0,3.530623483166426,68698.84712995336,West,Referral,0
69.0,55738.84419676839,146.0,28.0,10.049220150150044,-5000.0,East,Referral,0
48.0,33183.970514855675,25.0,13.0,170.0866833425712,-5000.0,North,,1
27.0,,307.0,23.0,342.40011956330187,-5000.0,South,Store,0
75.0,108302.02406080138,92.0,14.0,79.12440924576998,-5000.0,North,Web,0
36.0,10626.704114540458,231.0,23.0,86.03797187637014,154761.98676827614,North,Mobile,0
,114350.7616835708,20.0,,181.43968721981008,87383.78616111222,North,Store,0
49.0,86541.79265262412,306.0,20.0,64.09970857350588,21855.678284589987,East,Web,0
18.0,68046.50424833086,37.0,31.0,5.393755263266361,128081.26019896002,North,Store,0
73.0,38591.503327777085,275.0,20.0,,-5000.0,West,Store,1
22.0,33781.48963525724,,21.0,196.51277154924844,-5000.0,North,Store,1
62.0,,178.0,21.0,173.86043747977322,-5000.0,North,Referral,0
21.0,111502.9644094316,131.0,16.0,270.71442733579977,-5000.0,,Web,1
,106128.34680222123,310.0,17.0,224.92812368697645,32935.882136380234,West,Referral,0
41.0,17811.461142501532,,19.0,,28228.686234586727,South,Referral,0
33.0,43421.16015281396,,21.0,,31947.352884790438,North,Mobile,1
72.0,72994.34307695726,259.0,18.0,26.960186299015465,-5000.0,East,,0
19.0,51014.725854833756,75.0,19.0,27.819545688928482,84252.37940912176,North,Store,0
66.0,5000.0,66.0,22.0,225.52322023733024,39170.20145911984,,Store,1
45.0,40266.81718332935,341.0,14.0,391.232656422941,78644.34251727987,West,Mobile,0
49.0,118531.02894060056,,14.0,,-5000.0,South,Mobile,0
,42300.642287566676,161.0,23.0,197.95899440415386,44919.26870382319,,,0
37.0,55095.979898933794,346.0,20.0,40.69302050266935,,East,Store,0
41.0,25644.67727893858,360.0,22.0,22.33169355998751,-5000.0,,Store,0
29.0,77632.88955851244,256.0,19.0,335.170007172965,62749.19189091067,East,Mobile,0
67.0,63454.553970737514,71.0,,172.90883431642305,27287.488500473053,West,Web,0
52.0,,,13.0,192.6162154351982,-5000.0,South,Mobile,1
77.0,,261.0,21.0,304.1591545307255,20501.852494753464,North,Mobile,1
50.0,102136.30122032628,,13.0,242.9914005604045,-5000.0,South,Referral,0
,11833.697800767593,152.0,13.0,359.7063734741408,112021.39167186369,North,,1
,75114.47086768664,209.0,,,3577.2784402998986,East,Web,0
68.0,5000.0,60.0,22.0,275.2851526591807,109483.99554042607,South,Referral,0
60.0,81216.35049037148,267.0,23.0,380.56425101974077,-5000.0,North,Store,0
54.0,89108.96661780182,261.0,17.0,67.41229392530576,-5000.0,West,Mobile,0
29.0,,217.0,21.0,,,East,Web,0
20.0,55163.74594290395,282.0,18.0,75.42278476534531,90093.91453544602,South,Store,0
18.0,107520.10816691088,135.0,19.0,633.8794009203831,-5000.0,North,,1
50.0,129233.75084988204,361.0,,6.798981365697348,71567.63459321411,South,Referral,0
