age,study_hours,attendance_rate,assignments_submitted,parental_support,internet_access,gender,school_type,extracurricular_hours,sleep_hours,final_grade
14.0,,79.34927415033947,8.0,3.0,,Male,Private,4.833635254110425,4.614968041027084,19.371172745785632
20.0,8.458733722878142,72.99660983126944,3.0,3.0,1.0,Female,,0.935002472376612,5.495889198466541,12.461219172244073
15.0,15.778291488358706,68.92190440242248,0.0,,1.0,Male,Public,2.5172379217509366,,7.211141079189603
17.0,,61.1639563466201,1.0,5.0,0.0,Male,Public,6.1602887436361335,7.81681752226616,26.550835401335277
21.0,18.54514887659152,84.3095750242301,2.0,2.0,,Male,Private,7.72327118149471,5.4798602521700515,21.27220127153498
19.0,21.76945929661713,85.91210131360603,,5.0,0.0,Female,Public,3.2571253243928227,5.403570355923351,28.586212803308783
18.0,14.524247439716104,,8.0,4.0,1.0,Female,Public,10.988660688869833,5.717211211727165,17.589500015003345
20.0,25.504935949065555,89.45054215274152,5.0,4.0,0.0,Male,Private,8.855469328005297,7.555174266721293,26.309351265890573
17.0,6.203564899797113,92.72676001508398,5.0,5.0,1.0,Female,,10.376407961449168,6.9557817036530025,16.572004371251197
18.0,17.096709362308125,96.03375481198151,2.0,5.0,0.0,Male,Private,10.991485216401198,9.049815719814646,19.33202950840772
20.0,11.00739803907986,58.060620695918495,4.0,3.0,0.0,Male,Public,,8.187593886479878,14.064289593860625
18.0,5.463890001555985,,3.0,2.0,1.0,Female,Private,14.043508517952793,8.000931231737983,11.846503572930828
20.0,13.991128118504207,93.01766737518477,9.0,3.0,1.0,Female,Private,3.558305008720005,4.927900372027682,16.883369542609987
16.0,,59.9270101413947,9.0,1.0,1.0,Female,Private,,4.331366791673115,10.688132932911312
14.0,14.192860509835915,50.17342296217477,8.0,1.0,1.0,Female,Private,1.4130160200322601,,19.768712924538338
20.0,15.173846240472283,93.54136551258173,8.0,,1.0,Female,Public,8.888795361466547,4.429849992229217,12.506466840111223
21.0,20.59270704667975,,0.0,4.0,0.0,Female,Public,5.927782614567981,6.184107495558019,23.311805218206217
17.0,7.462074326180312,70.7248762569475,7.0,2.0,1.0,Male,Private,7.442983210016443,4.156674090169531,11.94843508307441
14.0,19.54222582822886,,8.0,4.0,0.0,Male,Public,,5.060853859779107,19.685030259950622
18.0,15.49040225139897,92.41373003336142,4.0,1.0,0.0,Male,Private,9.735903758570746,4.662207212135364,11.45470794921478
16.0,20.144245768047973,66.89460722967303,3.0,2.0,1.0,Female,Private,9.285290409591768,8.805910023855247,15.621227766792689
20.0,12.841244124844362,94.61399429282409,9.0,1.0,0.0,Male,Public,3.971766403980293,6.076756915396922,19.116502164783086
14.0,8.338777066182773,80.8469569024024,3.0,5.0,0.0,Female,Private,6.981250356391111,,18.13823885363425
15.0,8.91250336892067,76.36433620168421,1.0,,,Female,Private,13.414514071609196,5.592881227238076,13.897261649545328
,8.54096273166442,66.28072535637313,8.0,,1.0,Female,Public,11.602485514886979,8.096848516419456,16.859004108000427
15.0,17.389070764603275,62.18558481405929,4.0,3.0,0.0,Male,Private,3.404158151449976,8.473811633034133,16.341125424380444
19.0,22.3846101110735,81.20292213886744,2.0,4.0,0.0,Male,Private,,4.719190779097128,23.02534803404141
14.0,12.175242366723898,72.34470800282881,5.0,2.0,0.0,Female,Public,1.009694601323143,8.671398639603602,14.897858013843898
14.0,18.145676491288917,,8.0,4.0,1.0,,Public,6.208928490831184,6.223354949302468,16.81445495217488
,7.382789709321901,74.58193580570249,,1.0,,Female,,1.2017734130609408,8.076296013610019,14.049280886897941
19.0,15.901606245886494,75.58974583505956,4.0,3.0,1.0,Female,Public,13.863212912797326,,8.40729848323261
,18.342813081685634,70.83616405680004,7.0,,0.0,Male,,0.6105366273006502,8.761556326465836,20.461362069797435
17.0,7.759376123615658,89.46314984956425,3.0,5.0,1.0,Female,Public,2.26860444161868,8.183096681854277,12.238729127002625
18.0,13.980582655100728,71.24195990546352,4.0,,1.0,Female,Public,13.725599157548269,4.233210140035001,9.866202064140392
18.0,18.579585702427828,63.46709998748774,6.0,,0.0,Female,Public,8.732364673509439,7.11688666533729,15.567682853644767
20.0,,93.10154371467549,6.0,2.0,,Female,Public,11.92781962644399,4.997087040825831,14.091382986639035
20.0,21.677265308508712,79.841411068262,6.0,4.0,0.0,Male,Private,,9.81978722495614,21.90928098702736
20.0,16.768396879455242,79.57551098845009,7.0,1.0,1.0,Male,Private,6.286426058329758,5.5350072310665865,21.017387029669557
18.0,18.583638238586715,,4.0,5.0,1.0,Female,Public,,6.520644107615339,21.852359412394687
,12.936403604026179,85.94198741028333,0.0,,1.0,Female,Public,8.697285990452338,5.180212910640624,18.639504062839343
21.0,6.386387592173223,65.65339946562834,,5.0,1.0,Female,Public,12.74524182899878,4.80753480290778,14.312410765540692
,17.670314781584757,51.69221854165014,8.0,,1.0,Male,Private,14.45339215345318,7.605577603622262,21.529719778560672
14.0,14.58704837291744,90.52965804385047,6.0,3.0,1.0,Male,Private,10.2756076353361,6.959077892449124,20.237661901412856
19.0,15.160577277161604,56.44525269408187,5.0,5.0,1.0,Male,Private,4.914456925397712,6.247958404618248,18.167885388860746
15.0,20.438034925994767,,4.0,2.0,0.0,Male,Private,4.629104014067008,4.512514132909152,10.347404245018602
17.0,,54.11576491436644,4.0,3.0,1.0,Male,Public,1.0691611181470195,8.415756188011407,9.679376360891503
,24.606187085448063,68.76539210142461,2.0,4.0,,Female,Public,6.416581530091492,,25.943121413636845
17.0,15.769271144367496,,,3.0,0.0,Male,Public,13.730841234328206,6.74596952997591,12.5725396398561
19.0,11.543937811044414,76.11068398138623,0.0,4.0,0.0,Male,Public,7.170936398909712,7.795431884772005,22.513704129151556
21.0,14.057915765456368,82.65678863907875,5.0,3.0,0.0,Female,,13.664923651901713,6.584265013656081,12.682890316684867
15.0,17.078316862693033,58.571657058909416,7.0,,0.0,Male,Private,12.257128998423584,4.757253903467165,20.59688802775383
15.0,20.079282594964887,68.5813809219201,,4.0,1.0,Female,Public,14.7628066993492,8.66949931711021,32.746906222641314
20.0,7.664830242806406,96.51197455215268,7.0,2.0,1.0,Female,Private,14.215429228380946,5.9436637138217305,11.10692346632533
20.0,,72.11945585537283,7.0,3.0,0.0,,Public,10.597249035794844,4.808533307091598,12.85977202581865
15.0,23.047708285191845,90.12717844882783,9.0,3.0,0.0,Male,Public,13.068259303139623,7.301594888478423,20.727112000292003
14.0,13.798955644987398,96.35923725301046,7.0,5.0,1.0,Male,Private,11.221165524485635,4.115029345384091,14.324856491102565
16.0,19.655059274345522,,9.0,4.0,0.0,Male,Private,10.550917719633267,5.9443821444696665,21.912246574973093
15.0,17.465587636080024,94.91610098456846,2.0,5.0,0.0,Female,Public,10.733393668467034,,21.19475077965709
18.0,19.7793030326249,,,4.0,1.0,Female,Private,10.81565513036943,9.476267976185046,27.35617841316985
14.0,10.951197292000337,98.12864430805965,7.0,,0.0,Male,,5.691285177923227,7.550364756642928,19.372658088938806
21.0,10.972991649672096,90.61976208730235,3.0,3.0,1.0,Female,Private,,5.305669512383691,15.336430993538412
21.0,15.101359460611441,91.85877918197438,2.0,,0.0,Female,Public,4.411067387595664,5.320000904284878,26.546017909617536
16.0,7.338891063798442,50.75864920859174,8.0,3.0,1.0,Female,Public,2.2239086350699417,7.623229985274384,17.458692752790224
18.0,13.651296966941711,97.71194316591468,,,0.0,Male,Public,6.876651005012886,6.440570241032378,21.06758825966068
16.0,16.264383287578337,88.90451119243704,9.0,3.0,1.0,Female,Private,13.499239339084241,5.063585792655421,24.128531849217694
19.0,23.92317803474886,88.398374825395,1.0,3.0,1.0,Female,Private,9.768970599267433,8.724382238042322,25.70302218056808
16.0,17.013590946349108,54.076236546429314,7.0,4.0,0.0,Female,Public,0.8427053957716679,5.2014582190073835,25.66534208793445
18.0,,61.62842705366656,2.0,,0.0,Male,,12.16799916846978,5.929845007890391,20.27099076385541
17.0,20.82237923525003,98.11308325689495,9.0,3.0,0.0,Female,Private,14.031022908262505,4.368576632668626,24.821072851540624
16.0,,75.03385374027381,5.0,4.0,0.0,Female,Public,12.44133659980156,8.208232678615971,24.250415911876953
,14.174586688145071,,4.0,3.0,0.0,Female,Public,10.913121212336204,5.651667565612883,12.837095695602308
,27.12706295901946,,7.0,3.0,1.0,Female,Private,2.2518059371998222,,19.440568251126976
19.0,14.604388888077457,54.367020705697215,8.0,5.0,,,Private,5.234998383788821,5.820149716133521,13.490839485222615
18.0,20.582153743911036,70.84710081355297,6.0,1.0,1.0,Female,Public,8.479303325220455,,17.9794963757421
,19.818689385865536,68.78503872110417,5.0,4.0,1.0,Female,Private,,7.108111422836984,26.300556487394857
15.0,7.609431428061554,67.49256935151963,,,0.0,Male,Private,1.5940532120367727,4.94730837920318,12.370987937266731
19.0,16.552396385029667,65.38461218265365,0.0,2.0,1.0,Male,Public,14.013808830167248,8.646885323708073,8.960265989173491
15.0,15.733737361026128,60.5037478395039,4.0,2.0,1.0,Male,Private,10.540367899139754,,21.3135719400601
21.0,16.649793939202173,58.64554014952611,7.0,1.0,1.0,Male,,4.126305690769133,,17.39039372658167
21.0,11.229437601044701,82.0203058459837,5.0,,0.0,Male,Public,4.910404646420217,7.40845491548717,16.705994786284748
19.0,9.415402440439205,,0.0,1.0,0.0,Male,Private,5.766439564202541,7.50665748837826,10.719932788858651
19.0,12.619949999895743,75.44258226249407,4.0,,1.0,Female,Private,1.1260693886807538,,12.251288975262874
20.0,14.511025014578985,64.89872761733221,4.0,2.0,0.0,Male,Public,11.087654980716422,9.020826950218257,5.977906419171337
16.0,20.924922238001578,57.95800988611131,2.0,5.0,1.0,Male,Private,2.6525101813680845,6.876584559627172,24.069314869567442
18.0,24.086554098628035,91.50716825262971,7.0,2.0,,Male,Public,12.076800372310652,9.935564198307356,30.538037645063607
20.0,21.982989231115887,98.57460282366068,8.0,1.0,0.0,Male,,,8.304654447685554,19.246832174129203
18.0,19.300926053909222,67.4577700733926,5.0,3.0,,Female,Private,9.576512661411961,9.955413425703508,12.526528887525252
14.0,9.97829868850205,64.54752127760645,5.0,,1.0,Female,Public,11.547824150983697,6.720851488390657,13.426392002278698
18.0,12.955519125052522,80.07464764874706,1.0,3.0,0.0,Female,Public,2.5775275002906506,4.844688443444068,18.834551104959147
17.0,16.04963026206499,88.76644904767129,9.0,1.0,1.0,,Private,8.639084740059552,8.363856262177881,20.927421823072635
16.0,11.837804809619126,72.77014017748321,1.0,1.0,0.0,Male,,10.151989716691968,8.666561694898698,17.206037567740115
15.0,17.886028262639755,81.50365749304746,5.0,3.0,1.0,Female,Public,9.923408712814167,9.117011607294975,23.40144735807322
18.0,18.60243054127144,85.8274534011646,7.0,2.0,1.0,Male,Private,1.7593481646477116,5.808694153637864,7.528111226214863
15.0,17.681450312827344,98.02961439280895,1.0,3.0,,Female,Public,5.165736937200572,7.064103904691962,17.66058382207952
14.0,20.125673022787907,58.25186652600417,8.0,4.0,1.0,,Public,4.875562822235048,9.145033440162388,14.588110097494381
16.0,10.477043931434629,99.86912469126847,,,1.0,Male,Private,8.587903088953626,9.188417419671396,16.359304093061407
18.0,19.66414352046099,69.60783276206143,3.0,4.0,,Female,Private,11.478556933016298,4.154103058336846,23.11490408207323
20.0,11.52177274939902,86.16000713632769,3.0,4.0,0.0,Female,Public,8.558855492553207,8.02550070432095,12.590614414524499
,,,3.0,1.0,1.0,Female,Public,11.322411579774814,7.610124097424691,8.47436414566199
20.0,17.660580670931907,74.333430850442,4.0,3.0,0.0,Female,Public,1.484513950485122,4.500026664167235,14.079428368498107
19.0,21.079367810994903,84.90376843657933,7.0,5.0,1.0,Female,Private,13.17208036300916,9.580816477071757,28.58276581541652
20.0,,69.78769251117976,1.0,4.0,1.0,,Public,8.049256040463895,6.672233763055423,17.17586002389237
18.0,,56.30549906684032,,3.0,,Female,Private,,,12.519317922169318
14.0,16.550769130507536,74.44466915606199,,5.0,1.0,Male,Public,9.648195045336395,9.296786773018693,23.280351238973537
20.0,15.6821345903364,76.09579353411593,7.0,4.0,0.0,Female,Public,7.760207810446133,4.78072642518331,23.103864006855737
19.0,9.37024551932303,60.09510766999696,0.0,3.0,1.0,Male,Private,3.3055435327284743,9.135058861028405,15.643488296251576
15.0,8.786899275275424,96.78096781643285,,4.0,0.0,Male,Public,,8.345833778386941,9.710650770019818
15.0,14.605870602632725,61.37378233231456,2.0,3.0,0.0,Female,Private,14.0035237681197,9.037553931742956,11.780601684131566
16.0,15.39928417884652,,3.0,2.0,1.0,Male,Private,4.840251807652588,6.969014231043223,17.172326819929584
20.0,15.05666189183867,57.746484342236165,7.0,2.0,0.0,Female,Public,7.408735242245535,4.200909121226467,6.94387507625618
20.0,18.380508068249565,76.7898323093472,2.0,1.0,0.0,Male,Public,1.9226249804764362,8.023095062263792,4.482065647576322
16.0,13.9226164191783,65.38188040500448,6.0,5.0,1.0,Female,Private,13.946995855572242,,16.86046996298112
15.0,17.81489590952428,74.4636259988042,0.0,4.0,1.0,Female,Private,4.7819408942884944,6.414495006177303,21.226371757380594
,14.277066163367762,61.2308458229101,,4.0,1.0,Female,Private,2.9217702554928877,6.647573209038284,19.604328947362575
21.0,24.11679481018233,52.68875639743579,5.0,3.0,0.0,Female,Public,7.176430151541831,6.9574578146909065,22.261925526533403
20.0,15.403568633632233,88.96133255411277,2.0,5.0,0.0,Female,Public,0.6492373425177111,7.971605395395621,14.91125693006402
21.0,26.703613057628388,82.05431419798292,6.0,,0.0,Male,,,,19.173504400077633
16.0,,67.03696778555064,,5.0,1.0,,Public,1.0148660473711624,8.661053718169752,27.67420803428689
,13.931614147058921,52.37471123411611,7.0,5.0,1.0,Female,Private,1.9105673174129967,8.02963714660883,22.76700734677475
15.0,10.502760118701627,93.27875313485605,7.0,2.0,0.0,,Private,1.6823632629880214,8.820876519524461,9.124939557865302
19.0,7.785557129711532,58.48975024678397,8.0,4.0,1.0,Female,Private,13.086299325269358,4.732895247343607,6.9794288083618365
17.0,10.042788578019216,96.5371109140714,5.0,,1.0,,Public,13.95652272051942,9.020905997187038,10.37558567797146
18.0,10.601968454180051,73.92976892979792,3.0,1.0,1.0,Female,Public,7.1178324867021905,6.323674522956761,4.67612899020544
20.0,16.974100102060884,67.01933549542419,,5.0,1.0,Male,Public,9.456256317800179,7.172660054583881,12.950944549755302
17.0,,87.0879738445482,2.0,3.0,1.0,Female,Private,10.438528458944976,6.6026764029693155,14.391863583486762
17.0,,93.8419703037593,4.0,2.0,0.0,Female,,5.8696998730809025,6.8543032264492325,18.546669967838422
18.0,21.40989181188343,68.53567818228554,,1.0,0.0,Male,,5.5531570056433175,5.71256611074684,15.669295625782974
15.0,14.560958241825732,70.36718760850937,9.0,2.0,1.0,Male,,10.133535288355045,,14.160125764983501
21.0,,71.65791096735987,1.0,3.0,1.0,Male,,,4.629368398259631,20.525297555790136
15.0,9.120945098304011,96.11615307393345,4.0,1.0,0.0,Male,Public,8.715142793252657,6.708393034408404,8.83980090950692
16.0,14.24708225812536,,8.0,2.0,0.0,Male,Public,7.727892162171866,4.751565979311632,7.668201152009438
14.0,12.303435381945107,,1.0,3.0,0.0,Female,Private,7.8669090135147215,5.469930835287642,14.306584024166106
15.0,19.68253303028504,,7.0,1.0,,Female,Private,12.440382943146766,4.801695313756991,17.113212802366466
21.0,3.8010418481693957,61.5183831712408,2.0,3.0,0.0,Male,Private,10.560856633480448,4.65472738945174,16.383482957990044
18.0,7.784423554110944,63.17819445927587,,1.0,1.0,Male,Private,14.410239810571394,,15.116144860450753
14.0,14.463265887745186,61.509174566700075,3.0,4.0,0.0,Male,Public,11.864649408773694,8.044155718052107,14.332053534637538
18.0,22.756888605047465,82.9253223596198,3.0,4.0,0.0,Female,Public,2.186887718998436,9.542554671213507,20.005619824981487
18.0,16.129209170186535,55.79667553287532,6.0,2.0,0.0,Female,Private,11.077249544997642,7.864072949397466,15.301716483513847
18.0,8.242262728678831,69.36792448539804,4.0,5.0,0.0,Male,Public,9.98471330950703,9.063706144203083,18.445945068496627
20.0,9.014167036548848,,3.0,5.0,1.0,Female,Private,9.690659692670227,7.331791535617839,25.01483521737147
20.0,23.364948514224764,64.54299869714654,6.0,3.0,1.0,Male,Private,,6.77578030405135,19.951064560492554
14.0,11.894326006018796,53.2637192350829,,1.0,0.0,Female,Private,0.9369587972397964,7.170864406020382,6.753202257429923
,10.28518313775118,54.091196142298415,8.0,,0.0,Male,Private,14.272271512651047,5.92135296686065,23.9462857054815
21.0,22.3868628031543,56.29833881523432,4.0,5.0,1.0,Male,Private,12.778870420866179,7.9478343459627485,28.731581695123428
20.0,20.055485027934953,91.79215124340776,2.0,4.0,,Female,Public,7.302120561177869,9.38304941002408,24.275972846704796
19.0,21.37029821633398,82.89317528024849,1.0,3.0,0.0,Female,,2.3787145144621262,8.69412067892674,9.517668165471731
18.0,10.249790598670916,53.226120554882236,6.0,3.0,1.0,,Public,12.367089867836379,6.772000064423712,15.100637766457751
21.0,7.374471794928197,69.55344395757099,6.0,1.0,1.0,Male,Public,6.460074081137787,,8.865536894714284
20.0,,,4.0,5.0,0.0,Female,Public,5.851708852595391,9.912538564708658,22.366694962722864
16.0,16.67563066536832,,3.0,3.0,0.0,Male,Public,9.98073347899052,6.958603658381202,12.182691326602303
15.0,,76.14029748361567,1.0,3.0,1.0,,Private,11.380130977989772,9.187839047876688,19.613270481520015
19.0,,74.05620116848574,1.0,4.0,1.0,Male,Private,,4.02862153706875,21.46623192196145
21.0,6.331164549958759,65.72561851863065,,2.0,1.0,Male,,11.513346247252693,4.399933550480041,15.880680678649126
15.0,19.298475256488828,56.88998860219954,9.0,5.0,0.0,Male,Private,11.009107520274423,4.134336453572668,20.186338960542805
15.0,9.51687477926341,87.1188191436319,6.0,1.0,0.0,Male,Private,8.838144157830653,8.638977984085727,12.745700460523155
14.0,19.278676604304206,93.99283844213272,3.0,1.0,0.0,Female,Private,5.076283715372015,4.478674668659409,17.973912750276423
16.0,12.625216477393113,97.20754546164086,,4.0,1.0,,Public,,4.102303276385071,4.719403554277221
16.0,10.930141020547442,52.930948530679025,3.0,1.0,0.0,Male,Public,1.5397945377579485,4.8845126401315575,12.794338479326989
19.0,11.950486465253988,86.99543557944415,1.0,3.0,1.0,Male,Public,0.01775540577851953,5.837768747791262,12.087428751184
,7.771948996117187,86.32517297034812,8.0,5.0,,Female,Private,,6.788204091384742,19.580222057946262
16.0,15.202144699167336,,,1.0,1.0,Male,Public,6.170054550749594,4.3924197082967025,17.264275633803596
21.0,11.136633046697714,62.64572972488827,7.0,5.0,0.0,Female,Public,3.654664971001265,6.993893401305542,25.29183147550403
16.0,,,5.0,1.0,1.0,Female,Public,4.634685804075148,5.488368766267602,11.790487483563894
19.0,18.200280405164587,52.731314438324226,9.0,2.0,1.0,Male,Private,5.856786230414853,5.646228970585733,8.923258100904242
17.0,23.440785264513956,,6.0,2.0,1.0,Male,Public,4.623934626981467,8.931413509887179,18.43997239276671
16.0,16.831637417705387,67.54239120260898,4.0,5.0,1.0,Male,Public,10.869315579880961,,26.071609402485233
20.0,17.60338883540037,88.44547197737376,5.0,,0.0,Female,,7.375901837474549,6.783184175569706,22.766896370128194
21.0,22.00049905913907,93.16521432176967,5.0,2.0,1.0,Female,Private,0.28990721628061045,,7.6325389053915345
21.0,11.861686519866518,68.24105211087581,8.0,3.0,0.0,Male,Public,3.400023470434551,9.588689056957413,19.779464276446735
16.0,7.558708935884837,76.27930463496503,9.0,1.0,0.0,Male,Public,10.644873669517962,7.002690678797899,14.12159981648981
14.0,16.000470295641968,55.870203118179994,3.0,2.0,1.0,Male,Private,4.513957849301788,8.382121427084329,17.43633791324965
14.0,7.88683265392798,70.84534826117383,4.0,5.0,1.0,Female,,13.802126575485733,6.482440185759303,17.345499773933632
20.0,27.26969336462695,68.04001966295846,,3.0,0.0,Male,Public,10.68996071171131,5.215291465948956,11.599693041204068
16.0,22.277491460394714,59.15617298922589,0.0,2.0,0.0,Female,Public,4.34890463819462,7.9293106754057545,12.395029101743628
17.0,25.819881666507904,94.72393123833879,9.0,5.0,0.0,Male,Public,7.746147692601662,7.989055897220319,23.071222882649835
21.0,15.312234883315647,57.404391902008015,5.0,1.0,0.0,Male,Private,10.008585452702546,6.761103100473704,7.177457973815914
16.0,17.75286796850799,81.78696787650935,4.0,2.0,0.0,,Private,,5.619697810485018,19.473756732169758
20.0,12.70262284023678,94.50713217399439,3.0,5.0,0.0,Female,Private,3.6928120183029343,8.990880952376493,18.563154333607358
16.0,19.414624027933762,95.59842899316129,,5.0,0.0,Female,Public,7.606856187933848,5.651908746313464,25.102423207613988
16.0,8.922283939744716,89.66198499202842,4.0,4.0,1.0,Female,Public,,7.954143917600753,21.539804891057916
18.0,2.284534052626107,58.80705669370883,2.0,5.0,0.0,Female,Public,5.160155502864228,6.303913743356181,5.051967104114521
17.0,11.046446902557166,90.87157046069348,1.0,4.0,0.0,,Public,6.031954921510597,6.834884067626376,23.661419151167635
15.0,,63.82824062078123,5.0,,1.0,Male,Private,2.8593031602227037,,18.436592375283762
20.0,22.38963368079768,96.11990137162545,3.0,1.0,,Female,,,7.896879672876191,6.460195097473244
16.0,24.07838727540158,85.45433407119248,9.0,3.0,0.0,Male,Private,11.102261208764975,5.354955001715109,26.158251815407368
,7.985354637934446,89.26337805044432,2.0,4.0,1.0,Male,Public,6.609633994644307,6.914284279645682,24.819105109557505
15.0,21.4585780376062,54.25162267509686,7.0,5.0,0.0,Male,Public,11.253740694897276,5.9707563588784405,16.728195708283728
17.0,19.756924917503852,79.13825567217722,8.0,3.0,0.0,Female,Private,,9.78163439670773,14.413438387730618
21.0,7.151116576405618,91.05710634493397,6.0,3.0,1.0,Female,Public,10.604766270427522,9.893326575361286,18.66002875319767
20.0,13.04866234534191,93.07951763862496,1.0,1.0,1.0,Male,Public,,8.520947844028262,12.804545738103014
16.0,12.099181389377401,51.431585236682075,7.0,5.0,0.0,Male,Public,11.709743126573553,9.903504969128633,20.973919048308023
21.0,18.739976993136,,4.0,,1.0,Male,Public,12.459623674488142,4.681303856846428,19.153370836722473
15.0,,52.166936665123984,9.0,1.0,1.0,Female,Private,11.965855025396833,9.953947924080696,12.383749466907435
20.0,,,6.0,3.0,0.0,Male,Public,3.23208908775939,,4.6462971402104785
19.0,11.57032748025191,84.66937638076561,4.0,2.0,1.0,Female,Private,10.413741568409081,6.492710642074526,7.1696758429128185
15.0,17.366705916925717,55.36726455839549,1.0,3.0,1.0,Male,Private,8.078105810645239,5.433685420926722,14.547550603782348
17.0,13.916039841560353,52.40059328045963,3.0,2.0,0.0,Female,Public,14.790554849835715,9.723075780431147,2.0872705068299133
16.0,12.323771480298024,89.24560772253645,4.0,1.0,0.0,Female,Public,5.423652314685961,7.814739608794849,10.904884148559288
18.0,13.93351712183961,69.2335312398717,5.0,4.0,1.0,Male,Private,11.568770292585608,7.58276520294065,18.06460048240294
17.0,25.18021416420056,55.35562576575619,4.0,5.0,1.0,Female,Private,5.551171755859754,9.98463102932396,20.04640149630514
21.0,12.915501819403055,88.1333908193821,9.0,2.0,0.0,Male,Public,5.952862112310629,7.6745566233445235,12.917156876240156
18.0,9.794973908581065,,0.0,5.0,0.0,,Public,1.664882766076461,7.876959285616203,11.463244651950122
16.0,17.917167845779826,79.36930953794037,,1.0,1.0,Male,Private,3.59491778739287,4.268645795780554,9.126932048269241
15.0,14.282376652885217,58.061840421732285,2.0,1.0,0.0,Male,Public,2.467264298585054,9.154303612201224,12.255069884605318
19.0,7.923830345667637,50.76112357457454,8.0,1.0,0.0,Male,Public,2.3880084156589065,9.820536590452743,12.838982932775608
19.0,26.15748167601233,,1.0,4.0,1.0,Female,Private,0.13524791477784182,,26.636996244528934
20.0,,77.50698374126584,9.0,2.0,1.0,,Public,11.906711542091434,5.326633657228413,15.335133072065355
21.0,13.110652730193245,82.53985708600398,4.0,5.0,0.0,Female,Private,7.018968269095213,,22.00620482896423
17.0,15.799176759540487,,8.0,3.0,0.0,Male,Public,12.06251351941137,6.196282751279069,11.783002310106152
17.0,23.650583846044196,71.71138884964861,6.0,1.0,1.0,Male,Private,9.188256137982073,5.861260425505401,17.65136653141178
21.0,6.601273367405021,56.22577344168102,7.0,5.0,0.0,Female,Private,12.470064937207642,5.8336878843849735,16.713656726053838
17.0,16.379929247102698,96.99916426954132,1.0,5.0,1.0,Male,Private,7.556475048561617,7.631300302810548,22.45892229501326
14.0,25.43636080896814,77.26310636234287,,,0.0,Male,Private,1.4106153170825175,8.833648041021698,21.08147534124013
19.0,15.643643403698242,,8.0,2.0,0.0,Female,Private,9.251454648509108,9.620608964047602,14.799388167520625
19.0,8.8233301034826,96.67057147758756,0.0,4.0,,Female,Public,10.166472933941101,4.407162871463994,10.31324899442965
16.0,11.908015735196738,96.57918281551315,0.0,4.0,1.0,Male,Public,9.397562524515825,5.66787085830469,20.698367691138913
14.0,16.034412648783952,78.60473033640868,9.0,5.0,1.0,Male,Private,12.020044728398696,5.53008264065773,20.205858947843353
17.0,21.65401957819931,64.8805712360713,7.0,2.0,0.0,,Private,10.972488660093198,6.144637981443023,27.43027297823422
17.0,13.303320777919696,99.85568170063696,1.0,2.0,0.0,Male,Private,,6.546005578687426,6.259868424396694
21.0,19.133258987162158,84.0408544976768,8.0,2.0,1.0,Male,Private,12.286554831828651,6.33502883021813,24.030669504191756
,7.823155864765554,70.42183384460283,9.0,1.0,1.0,,Private,10.376798132140317,9.7128832562872,0.8600865949346623
20.0,7.781408152024727,77.99184014267948,8.0,2.0,,Male,Public,1.805501077725165,6.622774336506315,12.605990134147795
14.0,12.585996556575251,70.79170251340148,,5.0,1.0,Male,Private,8.098093731747296,7.309555426509148,15.71842468400319
20.0,22.19014360936631,94.41525761483237,,1.0,1.0,Male,Public,10.928337093449075,8.49179968291544,16.40586730515977
15.0,15.344373197568846,74.1249687432873,2.0,3.0,0.0,,Private,8.299323025774207,8.350508781919128,19.4453551561175
20.0,16.449055977833098,91.17641879906236,9.0,4.0,0.0,Female,Private,14.235429764273965,7.497787400167413,31.48596437920768
19.0,16.390397977867636,92.0088148911502,0.0,2.0,1.0,Male,Public,1.5223690231315428,9.164992140995139,10.656163107643021
16.0,20.546039912933654,91.21661688676241,2.0,3.0,1.0,Female,Private,10.834825393182415,7.745087853644967,14.272835030921534
15.0,11.94889653731073,86.10943062378372,4.0,2.0,0.0,Female,Private,12.366762171442508,9.248553084331597,17.77388797678448
15.0,18.441425542441163,92.7438858403791,2.0,4.0,,Male,Public,10.539797923577582,5.816594503495023,18.47925528834334
21.0,10.845586680724349,69.36147898114847,2.0,5.0,,Female,Public,5.783775075966094,4.792142061480014,14.24311487893183
16.0,,55.73316030709802,9.0,5.0,0.0,Female,Private,5.78220469804989,8.917122739295614,23.91123911229365
,10.998044478516551,,5.0,,1.0,Female,Public,,6.295107447849456,14.110089783943561
19.0,10.588053484606895,74.90842078436727,,3.0,0.0,,Private,5.956470545317899,7.906507429847442,5.136641551555023
21.0,17.748349067440248,56.36880162639255,2.0,1.0,0.0,Female,,13.247744960487465,8.42386717881756,19.605493140065178
18.0,15.398942157161619,55.765626109100396,8.0,1.0,0.0,Male,,1.6489592744167558,5.960262852563494,16.274444702939622
17.0,16.634262031304672,57.96211970049463,1.0,2.0,0.0,Male,Public,9.587360219591288,7.030980331420235,4.839177342472924
20.0,,87.54866298335529,0.0,4.0,0.0,,Private,2.0117244116045656,9.369559090837024,24.57952637921713
17.0,9.548039005962806,85.54283367331405,9.0,4.0,1.0,Female,Public,8.102397037485625,9.278759411430832,19.771067213350946
14.0,,60.19093400924416,7.0,1.0,0.0,,Public,10.733718036160425,8.496142465076588,15.473977569133673
21.0,19.467711029445546,92.34617090548977,2.0,3.0,0.0,Male,Private,2.4826637484037346,8.576437191661014,20.205889148074114
